date,city,product,category,units_sold,festival,festival_boost,season,weather_boost,is_weekend,stockout,stockout_risk_pct
2022-12-19,Coimbatore,Moisturizer,Skincare,116,None,1.0,Mild Winter,1.6,0,1,100
2022-12-19,Coimbatore,Face Serum,Skincare,41,None,1.0,Mild Winter,1.3,0,0,82
2022-12-19,Coimbatore,Foundation,Makeup,50,None,1.0,Mild Winter,1.0,0,0,74
2022-12-20,Bhopal,Lipstick,Makeup,59,None,1.0,Winter,1.2,0,0,79
2022-12-20,Bhopal,Sunscreen SPF50,Skincare,20,None,1.0,Winter,0.6,0,0,40
2022-12-20,Bhopal,Moisturizer,Skincare,110,None,1.0,Winter,1.6,0,1,100
2022-12-20,Bhopal,Face Serum,Skincare,42,None,1.0,Winter,1.3,0,0,97
2022-12-20,Bhopal,Foundation,Makeup,40,None,1.0,Winter,1.0,0,0,68
2022-12-20,Lucknow,Lipstick,Makeup,76,None,1.0,Winter,1.2,0,0,87
2022-12-20,Lucknow,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,0,0,46
2022-12-20,Lucknow,Moisturizer,Skincare,128,None,1.0,Winter,1.6,0,1,100
2022-12-20,Lucknow,Face Serum,Skincare,47,None,1.0,Winter,1.3,0,0,92
2022-12-20,Lucknow,Foundation,Makeup,46,None,1.0,Winter,1.0,0,0,66
2022-12-20,Jaipur,Lipstick,Makeup,76,None,1.0,Winter,1.2,0,0,82
2022-12-20,Jaipur,Sunscreen SPF50,Skincare,28,None,1.0,Winter,0.6,0,0,45
2022-12-20,Jaipur,Moisturizer,Skincare,139,None,1.0,Winter,1.6,0,1,100
2022-12-20,Jaipur,Face Serum,Skincare,47,None,1.0,Winter,1.3,0,0,87
2022-12-20,Jaipur,Foundation,Makeup,51,None,1.0,Winter,1.0,0,0,69
2022-12-20,Chandigarh,Lipstick,Makeup,73,None,1.0,Winter,1.2,0,0,75
2022-12-20,Chandigarh,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,39
2022-12-20,Chandigarh,Moisturizer,Skincare,168,None,1.0,Winter,1.9,0,1,100
2022-12-20,Chandigarh,Face Serum,Skincare,53,None,1.0,Winter,1.3,0,0,94
2022-12-20,Chandigarh,Foundation,Makeup,57,None,1.0,Winter,1.0,0,0,74
2022-12-20,Coimbatore,Lipstick,Makeup,68,None,1.0,Mild Winter,1.2,0,0,79
2022-12-20,Coimbatore,Sunscreen SPF50,Skincare,42,None,1.0,Mild Winter,1.1,0,0,74
2022-12-20,Coimbatore,Moisturizer,Skincare,139,None,1.0,Mild Winter,1.6,0,1,100
2022-12-20,Coimbatore,Face Serum,Skincare,48,None,1.0,Mild Winter,1.3,0,0,96
2022-12-20,Coimbatore,Foundation,Makeup,49,None,1.0,Mild Winter,1.0,0,0,72
2022-12-21,Bhopal,Lipstick,Makeup,62,None,1.0,Winter,1.2,0,0,83
2022-12-21,Bhopal,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,46
2022-12-21,Bhopal,Moisturizer,Skincare,103,None,1.0,Winter,1.6,0,1,100
2022-12-21,Bhopal,Face Serum,Skincare,32,None,1.0,Winter,1.3,0,0,74
2022-12-21,Bhopal,Foundation,Makeup,37,None,1.0,Winter,1.0,0,0,63
2022-12-21,Lucknow,Lipstick,Makeup,73,None,1.0,Winter,1.2,0,0,83
2022-12-21,Lucknow,Sunscreen SPF50,Skincare,24,None,1.0,Winter,0.6,0,0,41
2022-12-21,Lucknow,Moisturizer,Skincare,120,None,1.0,Winter,1.6,0,1,100
2022-12-21,Lucknow,Face Serum,Skincare,48,None,1.0,Winter,1.3,0,0,94
2022-12-21,Lucknow,Foundation,Makeup,50,None,1.0,Winter,1.0,0,0,72
2022-12-21,Jaipur,Lipstick,Makeup,82,None,1.0,Winter,1.2,0,0,88
2022-12-21,Jaipur,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,40
2022-12-21,Jaipur,Moisturizer,Skincare,125,None,1.0,Winter,1.6,0,0,99
2022-12-21,Jaipur,Face Serum,Skincare,43,None,1.0,Winter,1.3,0,0,79
2022-12-21,Jaipur,Foundation,Makeup,44,None,1.0,Winter,1.0,0,0,60
2022-12-21,Chandigarh,Lipstick,Makeup,83,None,1.0,Winter,1.2,0,0,86
2022-12-21,Chandigarh,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,39
2022-12-21,Chandigarh,Moisturizer,Skincare,178,None,1.0,Winter,1.9,0,1,100
2022-12-21,Chandigarh,Face Serum,Skincare,43,None,1.0,Winter,1.3,0,0,76
2022-12-21,Chandigarh,Foundation,Makeup,53,None,1.0,Winter,1.0,0,0,69
2022-12-21,Coimbatore,Lipstick,Makeup,76,None,1.0,Mild Winter,1.2,0,0,89
2022-12-21,Coimbatore,Sunscreen SPF50,Skincare,48,None,1.0,Mild Winter,1.1,0,0,84
2022-12-21,Coimbatore,Moisturizer,Skincare,128,None,1.0,Mild Winter,1.6,0,1,100
2022-12-21,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,0,0,84
2022-12-21,Coimbatore,Foundation,Makeup,42,None,1.0,Mild Winter,1.0,0,0,62
2022-12-22,Bhopal,Lipstick,Makeup,61,None,1.0,Winter,1.2,0,0,82
2022-12-22,Bhopal,Sunscreen SPF50,Skincare,20,None,1.0,Winter,0.6,0,0,40
2022-12-22,Bhopal,Moisturizer,Skincare,112,None,1.0,Winter,1.6,0,1,100
2022-12-22,Bhopal,Face Serum,Skincare,39,None,1.0,Winter,1.3,0,0,90
2022-12-22,Bhopal,Foundation,Makeup,44,None,1.0,Winter,1.0,0,0,75
2022-12-22,Lucknow,Lipstick,Makeup,72,None,1.0,Winter,1.2,0,0,82
2022-12-22,Lucknow,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,43
2022-12-22,Lucknow,Moisturizer,Skincare,118,None,1.0,Winter,1.6,0,0,99
2022-12-22,Lucknow,Face Serum,Skincare,39,None,1.0,Winter,1.3,0,0,76
2022-12-22,Lucknow,Foundation,Makeup,50,None,1.0,Winter,1.0,0,0,72
2022-12-22,Jaipur,Lipstick,Makeup,74,None,1.0,Winter,1.2,0,0,80
2022-12-22,Jaipur,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,0,0,44
2022-12-22,Jaipur,Moisturizer,Skincare,134,None,1.0,Winter,1.6,0,1,100
2022-12-22,Jaipur,Face Serum,Skincare,42,None,1.0,Winter,1.3,0,0,77
2022-12-22,Jaipur,Foundation,Makeup,49,None,1.0,Winter,1.0,0,0,67
2022-12-22,Chandigarh,Lipstick,Makeup,76,None,1.0,Winter,1.2,0,0,79
2022-12-22,Chandigarh,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,0,0,42
2022-12-22,Chandigarh,Moisturizer,Skincare,180,None,1.0,Winter,1.9,0,1,100
2022-12-22,Chandigarh,Face Serum,Skincare,57,None,1.0,Winter,1.3,0,1,100
2022-12-22,Chandigarh,Foundation,Makeup,57,None,1.0,Winter,1.0,0,0,74
2022-12-22,Coimbatore,Lipstick,Makeup,71,None,1.0,Mild Winter,1.2,0,0,83
2022-12-22,Coimbatore,Sunscreen SPF50,Skincare,45,None,1.0,Mild Winter,1.1,0,0,79
2022-12-22,Coimbatore,Moisturizer,Skincare,121,None,1.0,Mild Winter,1.6,0,1,100
2022-12-22,Coimbatore,Face Serum,Skincare,47,None,1.0,Mild Winter,1.3,0,0,94
2022-12-22,Coimbatore,Foundation,Makeup,44,None,1.0,Mild Winter,1.0,0,0,65
2022-12-23,Bhopal,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,87
2022-12-23,Bhopal,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,42
2022-12-23,Bhopal,Moisturizer,Skincare,113,None,1.0,Winter,1.6,0,1,100
2022-12-23,Bhopal,Face Serum,Skincare,39,None,1.0,Winter,1.3,0,0,90
2022-12-23,Bhopal,Foundation,Makeup,41,None,1.0,Winter,1.0,0,0,70
2022-12-23,Lucknow,Lipstick,Makeup,79,None,1.0,Winter,1.2,0,0,90
2022-12-23,Lucknow,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,0,0,44
2022-12-23,Lucknow,Moisturizer,Skincare,118,None,1.0,Winter,1.6,0,0,99
2022-12-23,Lucknow,Face Serum,Skincare,50,None,1.0,Winter,1.3,0,0,98
2022-12-23,Lucknow,Foundation,Makeup,46,None,1.0,Winter,1.0,0,0,66
2022-12-23,Jaipur,Lipstick,Makeup,79,None,1.0,Winter,1.2,0,0,85
2022-12-23,Jaipur,Sunscreen SPF50,Skincare,29,None,1.0,Winter,0.6,0,0,47
2022-12-23,Jaipur,Moisturizer,Skincare,136,None,1.0,Winter,1.6,0,1,100
2022-12-23,Jaipur,Face Serum,Skincare,52,None,1.0,Winter,1.3,0,0,96
2022-12-23,Jaipur,Foundation,Makeup,49,None,1.0,Winter,1.0,0,0,67
2022-12-23,Chandigarh,Lipstick,Makeup,78,None,1.0,Winter,1.2,0,0,81
2022-12-23,Chandigarh,Sunscreen SPF50,Skincare,28,None,1.0,Winter,0.6,0,0,43
2022-12-23,Chandigarh,Moisturizer,Skincare,188,None,1.0,Winter,1.9,0,1,100
2022-12-23,Chandigarh,Face Serum,Skincare,48,None,1.0,Winter,1.3,0,0,85
2022-12-23,Chandigarh,Foundation,Makeup,56,None,1.0,Winter,1.0,0,0,73
2022-12-23,Coimbatore,Lipstick,Makeup,73,None,1.0,Mild Winter,1.2,0,0,85
2022-12-23,Coimbatore,Sunscreen SPF50,Skincare,46,None,1.0,Mild Winter,1.1,0,0,81
2022-12-23,Coimbatore,Moisturizer,Skincare,123,None,1.0,Mild Winter,1.6,0,1,100
2022-12-23,Coimbatore,Face Serum,Skincare,49,None,1.0,Mild Winter,1.3,0,0,98
2022-12-23,Coimbatore,Foundation,Makeup,42,None,1.0,Mild Winter,1.0,0,0,62
2022-12-24,Bhopal,Lipstick,Makeup,71,Christmas (nearby),1.18,Winter,1.2,1,0,95
2022-12-24,Bhopal,Sunscreen SPF50,Skincare,26,Christmas (nearby),1.18,Winter,0.6,1,0,52
2022-12-24,Bhopal,Moisturizer,Skincare,129,Christmas (nearby),1.18,Winter,1.6,1,1,100
2022-12-24,Bhopal,Face Serum,Skincare,48,Christmas (nearby),1.18,Winter,1.3,1,1,100
2022-12-24,Bhopal,Foundation,Makeup,52,Christmas (nearby),1.18,Winter,1.0,1,0,88
2022-12-24,Lucknow,Lipstick,Makeup,85,Christmas (nearby),1.18,Winter,1.2,1,0,97
2022-12-24,Lucknow,Sunscreen SPF50,Skincare,31,Christmas (nearby),1.18,Winter,0.6,1,0,53
2022-12-24,Lucknow,Moisturizer,Skincare,144,Christmas (nearby),1.18,Winter,1.6,1,1,100
2022-12-24,Lucknow,Face Serum,Skincare,55,Christmas (nearby),1.18,Winter,1.3,1,1,100
2022-12-24,Lucknow,Foundation,Makeup,56,Christmas (nearby),1.18,Winter,1.0,1,0,81
2022-12-24,Jaipur,Lipstick,Makeup,100,Christmas (nearby),1.18,Winter,1.2,1,1,100
2022-12-24,Jaipur,Sunscreen SPF50,Skincare,34,Christmas (nearby),1.18,Winter,0.6,1,0,55
2022-12-24,Jaipur,Moisturizer,Skincare,169,Christmas (nearby),1.18,Winter,1.6,1,1,100
2022-12-24,Jaipur,Face Serum,Skincare,54,Christmas (nearby),1.18,Winter,1.3,1,0,100
2022-12-24,Jaipur,Foundation,Makeup,75,Christmas (nearby),1.18,Winter,1.0,1,1,100
2022-12-24,Chandigarh,Lipstick,Makeup,101,Christmas (nearby),1.18,Winter,1.2,1,1,100
2022-12-24,Chandigarh,Sunscreen SPF50,Skincare,37,Christmas (nearby),1.18,Winter,0.6,1,0,57
2022-12-24,Chandigarh,Moisturizer,Skincare,224,Christmas (nearby),1.18,Winter,1.9,1,1,100
2022-12-24,Chandigarh,Face Serum,Skincare,71,Christmas (nearby),1.18,Winter,1.3,1,1,100
2022-12-24,Chandigarh,Foundation,Makeup,63,Christmas (nearby),1.18,Winter,1.0,1,0,82
2022-12-24,Coimbatore,Lipstick,Makeup,92,Christmas (nearby),1.18,Mild Winter,1.2,1,1,100
2022-12-24,Coimbatore,Sunscreen SPF50,Skincare,54,Christmas (nearby),1.18,Mild Winter,1.1,1,0,95
2022-12-24,Coimbatore,Moisturizer,Skincare,156,Christmas (nearby),1.18,Mild Winter,1.6,1,1,100
2022-12-24,Coimbatore,Face Serum,Skincare,60,Christmas (nearby),1.18,Mild Winter,1.3,1,1,100
2022-12-24,Coimbatore,Foundation,Makeup,60,Christmas (nearby),1.18,Mild Winter,1.0,1,0,89
2022-12-25,Bhopal,Lipstick,Makeup,90,Christmas,1.4,Winter,1.2,1,1,100
2022-12-25,Bhopal,Sunscreen SPF50,Skincare,34,Christmas,1.4,Winter,0.6,1,0,69
2022-12-25,Bhopal,Moisturizer,Skincare,161,Christmas,1.4,Winter,1.6,1,1,100
2022-12-25,Bhopal,Face Serum,Skincare,52,Christmas,1.4,Winter,1.3,1,1,100
2022-12-25,Bhopal,Foundation,Makeup,58,Christmas,1.4,Winter,1.0,1,0,98
2022-12-25,Lucknow,Lipstick,Makeup,99,Christmas,1.4,Winter,1.2,1,1,100
2022-12-25,Lucknow,Sunscreen SPF50,Skincare,40,Christmas,1.4,Winter,0.6,1,0,68
2022-12-25,Lucknow,Moisturizer,Skincare,199,Christmas,1.4,Winter,1.6,1,1,100
2022-12-25,Lucknow,Face Serum,Skincare,55,Christmas,1.4,Winter,1.3,1,1,100
2022-12-25,Lucknow,Foundation,Makeup,76,Christmas,1.4,Winter,1.0,1,1,100
2022-12-25,Jaipur,Lipstick,Makeup,111,Christmas,1.4,Winter,1.2,1,1,100
2022-12-25,Jaipur,Sunscreen SPF50,Skincare,41,Christmas,1.4,Winter,0.6,1,0,66
2022-12-25,Jaipur,Moisturizer,Skincare,212,Christmas,1.4,Winter,1.6,1,1,100
2022-12-25,Jaipur,Face Serum,Skincare,69,Christmas,1.4,Winter,1.3,1,1,100
2022-12-25,Jaipur,Foundation,Makeup,82,Christmas,1.4,Winter,1.0,1,1,100
2022-12-25,Chandigarh,Lipstick,Makeup,129,Christmas,1.4,Winter,1.2,1,1,100
2022-12-25,Chandigarh,Sunscreen SPF50,Skincare,38,Christmas,1.4,Winter,0.6,1,0,59
2022-12-25,Chandigarh,Moisturizer,Skincare,261,Christmas,1.4,Winter,1.9,1,1,100
2022-12-25,Chandigarh,Face Serum,Skincare,77,Christmas,1.4,Winter,1.3,1,1,100
2022-12-25,Chandigarh,Foundation,Makeup,81,Christmas,1.4,Winter,1.0,1,1,100
2022-12-25,Coimbatore,Lipstick,Makeup,103,Christmas,1.4,Mild Winter,1.2,1,1,100
2022-12-25,Coimbatore,Sunscreen SPF50,Skincare,69,Christmas,1.4,Mild Winter,1.1,1,1,100
2022-12-25,Coimbatore,Moisturizer,Skincare,189,Christmas,1.4,Mild Winter,1.6,1,1,100
2022-12-25,Coimbatore,Face Serum,Skincare,64,Christmas,1.4,Mild Winter,1.3,1,1,100
2022-12-25,Coimbatore,Foundation,Makeup,78,Christmas,1.4,Mild Winter,1.0,1,1,100
2022-12-26,Bhopal,Lipstick,Makeup,75,Christmas (nearby),1.18,Winter,1.2,0,1,100
2022-12-26,Bhopal,Sunscreen SPF50,Skincare,22,Christmas (nearby),1.18,Winter,0.6,0,0,44
2022-12-26,Bhopal,Moisturizer,Skincare,149,Christmas (nearby),1.18,Winter,1.6,0,1,100
2022-12-26,Bhopal,Face Serum,Skincare,42,Christmas (nearby),1.18,Winter,1.3,0,0,97
2022-12-26,Bhopal,Foundation,Makeup,43,Christmas (nearby),1.18,Winter,1.0,0,0,73
2022-12-26,Lucknow,Lipstick,Makeup,82,Christmas (nearby),1.18,Winter,1.2,0,0,93
2022-12-26,Lucknow,Sunscreen SPF50,Skincare,32,Christmas (nearby),1.18,Winter,0.6,0,0,55
2022-12-26,Lucknow,Moisturizer,Skincare,168,Christmas (nearby),1.18,Winter,1.6,0,1,100
2022-12-26,Lucknow,Face Serum,Skincare,54,Christmas (nearby),1.18,Winter,1.3,0,1,100
2022-12-26,Lucknow,Foundation,Makeup,56,Christmas (nearby),1.18,Winter,1.0,0,0,81
2022-12-26,Jaipur,Lipstick,Makeup,97,Christmas (nearby),1.18,Winter,1.2,0,1,100
2022-12-26,Jaipur,Sunscreen SPF50,Skincare,34,Christmas (nearby),1.18,Winter,0.6,0,0,55
2022-12-26,Jaipur,Moisturizer,Skincare,173,Christmas (nearby),1.18,Winter,1.6,0,1,100
2022-12-26,Jaipur,Face Serum,Skincare,56,Christmas (nearby),1.18,Winter,1.3,0,1,100
2022-12-26,Jaipur,Foundation,Makeup,56,Christmas (nearby),1.18,Winter,1.0,0,0,76
2022-12-26,Chandigarh,Lipstick,Makeup,99,Christmas (nearby),1.18,Winter,1.2,0,1,100
2022-12-26,Chandigarh,Sunscreen SPF50,Skincare,34,Christmas (nearby),1.18,Winter,0.6,0,0,53
2022-12-26,Chandigarh,Moisturizer,Skincare,187,Christmas (nearby),1.18,Winter,1.9,0,1,100
2022-12-26,Chandigarh,Face Serum,Skincare,60,Christmas (nearby),1.18,Winter,1.3,0,1,100
2022-12-26,Chandigarh,Foundation,Makeup,62,Christmas (nearby),1.18,Winter,1.0,0,0,81
2022-12-26,Coimbatore,Lipstick,Makeup,89,Christmas (nearby),1.18,Mild Winter,1.2,0,1,100
2022-12-26,Coimbatore,Sunscreen SPF50,Skincare,50,Christmas (nearby),1.18,Mild Winter,1.1,0,0,88
2022-12-26,Coimbatore,Moisturizer,Skincare,146,Christmas (nearby),1.18,Mild Winter,1.6,0,1,100
2022-12-26,Coimbatore,Face Serum,Skincare,58,Christmas (nearby),1.18,Mild Winter,1.3,0,1,100
2022-12-26,Coimbatore,Foundation,Makeup,54,Christmas (nearby),1.18,Mild Winter,1.0,0,0,80
2022-12-27,Bhopal,Lipstick,Makeup,53,None,1.0,Winter,1.2,0,0,71
2022-12-27,Bhopal,Sunscreen SPF50,Skincare,20,None,1.0,Winter,0.6,0,0,40
2022-12-27,Bhopal,Moisturizer,Skincare,103,None,1.0,Winter,1.6,0,1,100
2022-12-27,Bhopal,Face Serum,Skincare,41,None,1.0,Winter,1.3,0,0,94
2022-12-27,Bhopal,Foundation,Makeup,42,None,1.0,Winter,1.0,0,0,71
2022-12-27,Lucknow,Lipstick,Makeup,72,None,1.0,Winter,1.2,0,0,82
2022-12-27,Lucknow,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,39
2022-12-27,Lucknow,Moisturizer,Skincare,137,None,1.0,Winter,1.6,0,1,100
2022-12-27,Lucknow,Face Serum,Skincare,36,None,1.0,Winter,1.3,0,0,70
2022-12-27,Lucknow,Foundation,Makeup,47,None,1.0,Winter,1.0,0,0,68
2022-12-27,Jaipur,Lipstick,Makeup,74,None,1.0,Winter,1.2,0,0,80
2022-12-27,Jaipur,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,0,0,42
2022-12-27,Jaipur,Moisturizer,Skincare,146,None,1.0,Winter,1.6,0,1,100
2022-12-27,Jaipur,Face Serum,Skincare,49,None,1.0,Winter,1.3,0,0,90
2022-12-27,Jaipur,Foundation,Makeup,49,None,1.0,Winter,1.0,0,0,67
2022-12-27,Chandigarh,Lipstick,Makeup,77,None,1.0,Winter,1.2,0,0,80
2022-12-27,Chandigarh,Sunscreen SPF50,Skincare,28,None,1.0,Winter,0.6,0,0,43
2022-12-27,Chandigarh,Moisturizer,Skincare,187,None,1.0,Winter,1.9,0,1,100
2022-12-27,Chandigarh,Face Serum,Skincare,50,None,1.0,Winter,1.3,0,0,89
2022-12-27,Chandigarh,Foundation,Makeup,54,None,1.0,Winter,1.0,0,0,71
2022-12-27,Coimbatore,Lipstick,Makeup,73,None,1.0,Mild Winter,1.2,0,0,85
2022-12-27,Coimbatore,Sunscreen SPF50,Skincare,41,None,1.0,Mild Winter,1.1,0,0,72
2022-12-27,Coimbatore,Moisturizer,Skincare,109,None,1.0,Mild Winter,1.6,0,0,94
2022-12-27,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,0,0,84
2022-12-27,Coimbatore,Foundation,Makeup,45,None,1.0,Mild Winter,1.0,0,0,66
2022-12-28,Bhopal,Lipstick,Makeup,56,None,1.0,Winter,1.2,0,0,75
2022-12-28,Bhopal,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,42
2022-12-28,Bhopal,Moisturizer,Skincare,104,None,1.0,Winter,1.6,0,1,100
2022-12-28,Bhopal,Face Serum,Skincare,41,None,1.0,Winter,1.3,0,0,94
2022-12-28,Bhopal,Foundation,Makeup,39,None,1.0,Winter,1.0,0,0,66
2022-12-28,Lucknow,Lipstick,Makeup,73,None,1.0,Winter,1.2,0,0,83
2022-12-28,Lucknow,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,43
2022-12-28,Lucknow,Moisturizer,Skincare,133,None,1.0,Winter,1.6,0,1,100
2022-12-28,Lucknow,Face Serum,Skincare,49,None,1.0,Winter,1.3,0,0,96
2022-12-28,Lucknow,Foundation,Makeup,49,None,1.0,Winter,1.0,0,0,71
2022-12-28,Jaipur,Lipstick,Makeup,80,None,1.0,Winter,1.2,0,0,86
2022-12-28,Jaipur,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,37
2022-12-28,Jaipur,Moisturizer,Skincare,133,None,1.0,Winter,1.6,0,1,100
2022-12-28,Jaipur,Face Serum,Skincare,46,None,1.0,Winter,1.3,0,0,85
2022-12-28,Jaipur,Foundation,Makeup,54,None,1.0,Winter,1.0,0,0,73
2022-12-28,Chandigarh,Lipstick,Makeup,85,None,1.0,Winter,1.2,0,0,88
2022-12-28,Chandigarh,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,0,0,42
2022-12-28,Chandigarh,Moisturizer,Skincare,159,None,1.0,Winter,1.9,0,1,100
2022-12-28,Chandigarh,Face Serum,Skincare,52,None,1.0,Winter,1.3,0,0,92
2022-12-28,Chandigarh,Foundation,Makeup,52,None,1.0,Winter,1.0,0,0,68
2022-12-28,Coimbatore,Lipstick,Makeup,70,None,1.0,Mild Winter,1.2,0,0,82
2022-12-28,Coimbatore,Sunscreen SPF50,Skincare,43,None,1.0,Mild Winter,1.1,0,0,75
2022-12-28,Coimbatore,Moisturizer,Skincare,127,None,1.0,Mild Winter,1.6,0,1,100
2022-12-28,Coimbatore,Face Serum,Skincare,49,None,1.0,Mild Winter,1.3,0,0,98
2022-12-28,Coimbatore,Foundation,Makeup,49,None,1.0,Mild Winter,1.0,0,0,72
2022-12-29,Bhopal,Lipstick,Makeup,64,None,1.0,Winter,1.2,0,0,86
2022-12-29,Bhopal,Sunscreen SPF50,Skincare,19,None,1.0,Winter,0.6,0,0,38
2022-12-29,Bhopal,Moisturizer,Skincare,97,None,1.0,Winter,1.6,0,0,96
2022-12-29,Bhopal,Face Serum,Skincare,39,None,1.0,Winter,1.3,0,0,90
2022-12-29,Bhopal,Foundation,Makeup,39,None,1.0,Winter,1.0,0,0,66
2022-12-29,Lucknow,Lipstick,Makeup,75,None,1.0,Winter,1.2,0,0,85
2022-12-29,Lucknow,Sunscreen SPF50,Skincare,24,None,1.0,Winter,0.6,0,0,41
2022-12-29,Lucknow,Moisturizer,Skincare,125,None,1.0,Winter,1.6,0,1,100
2022-12-29,Lucknow,Face Serum,Skincare,45,None,1.0,Winter,1.3,0,0,88
2022-12-29,Lucknow,Foundation,Makeup,52,None,1.0,Winter,1.0,0,0,75
2022-12-29,Jaipur,Lipstick,Makeup,84,None,1.0,Winter,1.2,0,0,90
2022-12-29,Jaipur,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,0,0,42
2022-12-29,Jaipur,Moisturizer,Skincare,116,None,1.0,Winter,1.6,0,0,92
2022-12-29,Jaipur,Face Serum,Skincare,46,None,1.0,Winter,1.3,0,0,85
2022-12-29,Jaipur,Foundation,Makeup,52,None,1.0,Winter,1.0,0,0,71
2022-12-29,Chandigarh,Lipstick,Makeup,68,None,1.0,Winter,1.2,0,0,70
2022-12-29,Chandigarh,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,0,0,40
2022-12-29,Chandigarh,Moisturizer,Skincare,168,None,1.0,Winter,1.9,0,1,100
2022-12-29,Chandigarh,Face Serum,Skincare,50,None,1.0,Winter,1.3,0,0,89
2022-12-29,Chandigarh,Foundation,Makeup,55,None,1.0,Winter,1.0,0,0,72
2022-12-29,Coimbatore,Lipstick,Makeup,59,None,1.0,Mild Winter,1.2,0,0,69
2022-12-29,Coimbatore,Sunscreen SPF50,Skincare,46,None,1.0,Mild Winter,1.1,0,0,81
2022-12-29,Coimbatore,Moisturizer,Skincare,113,None,1.0,Mild Winter,1.6,0,0,98
2022-12-29,Coimbatore,Face Serum,Skincare,47,None,1.0,Mild Winter,1.3,0,0,94
2022-12-29,Coimbatore,Foundation,Makeup,43,None,1.0,Mild Winter,1.0,0,0,63
2022-12-30,Bhopal,Lipstick,Makeup,72,New Year Eve (nearby),1.27,Winter,1.2,0,0,97
2022-12-30,Bhopal,Sunscreen SPF50,Skincare,24,New Year Eve (nearby),1.27,Winter,0.6,0,0,48
2022-12-30,Bhopal,Moisturizer,Skincare,120,New Year Eve (nearby),1.27,Winter,1.6,0,1,100
2022-12-30,Bhopal,Face Serum,Skincare,51,New Year Eve (nearby),1.27,Winter,1.3,0,1,100
2022-12-30,Bhopal,Foundation,Makeup,59,New Year Eve (nearby),1.27,Winter,1.0,0,1,100
2022-12-30,Lucknow,Lipstick,Makeup,89,New Year Eve (nearby),1.27,Winter,1.2,0,1,100
2022-12-30,Lucknow,Sunscreen SPF50,Skincare,32,New Year Eve (nearby),1.27,Winter,0.6,0,0,55
2022-12-30,Lucknow,Moisturizer,Skincare,162,New Year Eve (nearby),1.27,Winter,1.6,0,1,100
2022-12-30,Lucknow,Face Serum,Skincare,64,New Year Eve (nearby),1.27,Winter,1.3,0,1,100
2022-12-30,Lucknow,Foundation,Makeup,68,New Year Eve (nearby),1.27,Winter,1.0,0,0,98
2022-12-30,Jaipur,Lipstick,Makeup,92,New Year Eve (nearby),1.27,Winter,1.2,0,0,99
2022-12-30,Jaipur,Sunscreen SPF50,Skincare,34,New Year Eve (nearby),1.27,Winter,0.6,0,0,55
2022-12-30,Jaipur,Moisturizer,Skincare,173,New Year Eve (nearby),1.27,Winter,1.6,0,1,100
2022-12-30,Jaipur,Face Serum,Skincare,59,New Year Eve (nearby),1.27,Winter,1.3,0,1,100
2022-12-30,Jaipur,Foundation,Makeup,59,New Year Eve (nearby),1.27,Winter,1.0,0,0,80
2022-12-30,Chandigarh,Lipstick,Makeup,110,New Year Eve (nearby),1.27,Winter,1.2,0,1,100
2022-12-30,Chandigarh,Sunscreen SPF50,Skincare,33,New Year Eve (nearby),1.27,Winter,0.6,0,0,51
2022-12-30,Chandigarh,Moisturizer,Skincare,204,New Year Eve (nearby),1.27,Winter,1.9,0,1,100
2022-12-30,Chandigarh,Face Serum,Skincare,59,New Year Eve (nearby),1.27,Winter,1.3,0,1,100
2022-12-30,Chandigarh,Foundation,Makeup,77,New Year Eve (nearby),1.27,Winter,1.0,0,1,100
2022-12-30,Coimbatore,Lipstick,Makeup,95,New Year Eve (nearby),1.27,Mild Winter,1.2,0,1,100
2022-12-30,Coimbatore,Sunscreen SPF50,Skincare,50,New Year Eve (nearby),1.27,Mild Winter,1.1,0,0,88
2022-12-30,Coimbatore,Moisturizer,Skincare,171,New Year Eve (nearby),1.27,Mild Winter,1.6,0,1,100
2022-12-30,Coimbatore,Face Serum,Skincare,59,New Year Eve (nearby),1.27,Mild Winter,1.3,0,1,100
